ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
Tanay,PH0405812,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.05372079447,0.02380543317,283.79717542300
Taytay,PH0405813,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.30253392643,0.00239067270,28.50667214360
Teresa,PH0405814,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.20971841185,0.00163886228,19.54145260170
Bacacay,PH0500501,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.54464811318,0.00991877907,118.90737861900
Camalig,PH0500502,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58864354968,0.01097815651,131.68393867600
Daraga (Locsin),PH0500503,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Locsin,0.77373959131,0.01034040690,124.04640908700
Guinobatan,PH0500504,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64782477340,0.01463903149,175.57354720800
Jovellar,PH0500505,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47082576881,0.00671575344,80.58503432580
Legazpi City (Capital),PH0500506,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.00467435214,0.01315578073,157.83007572000
Libon,PH0500507,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81704762464,0.01865931318,223.72306471800
City of Ligao,PH0500508,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.26241372507,0.02060142046,247.07264539700
Malilipot,PH0500509,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37835956845,0.00362196564,43.41739225800
Malinao,PH0500510,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42526903049,0.00912491320,109.34733988200
Manito,PH0500511,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47177547503,0.00785239259,94.21039262380
Oas,PH0500512,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.25866879863,0.02039353102,244.59614024700
Pio Duran,PH0500513,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59023717735,0.01173071099,140.75399419100
Polangui,PH0500514,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62774628810,0.01027819296,123.19700482200
Rapu-Rapu,PH0500515,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.61933782519,0.01288430872,154.49071588400
Santo Domingo (Libog),PH0500516,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Libog,0.43956014983,0.00456905046,54.78349495680
City of Tabaco,PH0500517,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.91740272832,0.00988631461,118.49568832400
Tiwi,PH0500518,Albay,PH05005,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49158005587,0.01058849699,126.84561882900
Basud,PH0501601,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.91809245139,0.02221658955,265.56219357800
Capalonga,PH0501602,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.19600751902,0.02128829014,254.16266428700
Daet (Capital),PH0501603,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Capital,0.36325374996,0.00420427486,50.23013372070
San Lorenzo Ruiz (Imelda),PH0501604,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Imelda,0.62310374131,0.00752860640,89.98220934470
Jose Panganiban,PH0501605,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.25403242640,0.01476743148,176.31365884900
Labo,PH0501606,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.19458886933,0.05262958739,628.70695750800
Mercedes,PH0501607,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.44226016328,0.00987353376,118.02946701600
Paracale,PH0501608,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81178879735,0.01318439887,157.41888549000
San Vicente,PH0501609,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39454217617,0.00435307121,52.01358334370
Santa Elena,PH0501610,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.89986832313,0.01699240828,202.97650044700
Talisay,PH0501611,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28125646733,0.00266624274,31.84997072710
Vinzons,PH0501612,Camarines Norte,PH05016,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.88114249712,0.00788333539,94.12595898090
Baao,PH0501701,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52489419744,0.00901888179,108.03348755600
Balatan,PH0501702,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35258203912,0.00483791929,57.98290234910
Bato,PH0501703,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62623492317,0.00697968451,83.66168215030
Bombon,PH0501704,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39830050200,0.00251570533,30.10965291770
Buhi,PH0501705,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59314622361,0.01706795047,204.49322549200
Bula,PH0501706,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81897998567,0.01374822942,164.70208464000
Cabusao,PH0501707,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34845365615,0.00311105822,37.22633824920
Calabanga,PH0501708,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83877301568,0.01265210815,151.41256782200
Camaligan,PH0501709,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.14085903891,0.00051519438,6.16772167910
Canaman,PH0501710,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38196054557,0.00350711308,41.98228669670
Caramoan,PH0501711,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.69403020989,0.02287693870,273.67644385600
Del Gallego,PH0501712,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76183532825,0.01787348202,213.68454394900
Gainza,PH0501713,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.22873820471,0.00132883860,15.90975565120
Garchitorena,PH0501714,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.57009020305,0.02048574250,245.00081989500
Goa,PH0501715,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75261825726,0.01555289716,186.11116982100
Iriga City,PH0501716,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64523597220,0.01161569511,139.15699968300
Lagonoy,PH0501717,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.46048501867,0.03212216206,384.23715035500
Libmanan,PH0501718,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.04776329704,0.03081641315,368.86008081600
Lupi,PH0501719,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01683080358,0.01659677271,198.50074280100
Magarao,PH0501720,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43367255178,0.00316204314,37.84727753900
Milaor,PH0501721,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31424103902,0.00274481917,32.86382811970
Minalabac,PH0501722,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56318290323,0.01062213728,127.22087446800
Nabua,PH0501723,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43144488128,0.00718340299,86.07727683970
Naga City,PH0501724,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.57208462197,0.00666624252,79.79942669690
Ocampo,PH0501725,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54483038902,0.00988588840,118.37097923300
Pamplona,PH0501726,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40604339935,0.00548534209,65.67799060050
Pasacao,PH0501727,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66861311084,0.01121398486,134.28759170100
Pili (Capital),PH0501728,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Capital,0.64602148312,0.01032176937,123.58629011200
Presentacion (Parubcan),PH0501729,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Parubcan,0.66553688505,0.01291712182,154.56020378800
Ragay,PH0501730,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.25851805755,0.03169443303,379.05248969700
Sagñay,PH0501731,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,Sagnay,,0.65465842187,0.00860185557,103.00487017700
San Fernando,PH0501732,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39283547551,0.00704753702,84.40505121960
San Jose,PH0501733,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45142711140,0.00431062333,51.59054873140
Sipocot,PH0501734,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02210681020,0.02121819258,253.83659879900
Siruma,PH0501735,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.65521168565,0.01080401853,129.12959942700
Tigaon,PH0501736,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42033224302,0.00650727232,77.90205662870
Tinambac,PH0501737,Camarines Sur,PH05017,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.98015073558,0.02751749790,329.09571567000
Bagamanoc,PH0502001,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63523170820,0.00571213238,68.28709308240
Baras,PH0502002,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67147901933,0.00594441196,71.14357741490
Bato,PH0502003,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52471556057,0.00434076761,51.97015640930
Caramoran,PH0502004,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.10506482231,0.02354464316,281.57573580100
Gigmoto,PH0502005,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.74194975840,0.00886512263,106.05879133200
Pandan,PH0502006,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66602096724,0.00887683055,106.08909491400
Panganiban (Payo),PH0502007,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Payo,0.68437115316,0.00423179497,50.60115418870
San Andres (Calolbon),PH0502008,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Calolbon,0.78075492101,0.01497293983,179.22192883900
San Miguel,PH0502009,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54694403045,0.02029737081,242.91186968000
Viga,PH0502010,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.82564735212,0.01406941100,168.27780034100
Virac (Capital),PH0502011,Catanduanes,PH05020,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55199272505,0.01122693615,134.41708865200
Aroroy,PH0504101,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.32533053311,0.03794916316,456.43648252300
Baleno,PH0504102,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63715884194,0.01289756977,155.13549884800
Balud,PH0504103,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98278258361,0.01741279466,209.75658474200
Batuan,PH0504104,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46267566727,0.00438544347,52.75405088870
Cataingan,PH0504105,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03201060122,0.01540968033,185.64032868500
Cawayan,PH0504106,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.26107514965,0.02230428856,268.68281403100
Claveria,PH0504107,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.42901312739,0.01423264401,170.90446325000
Dimasalang,PH0504108,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73647266243,0.00671912440,80.90034518270
Esperanza,PH0504109,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47596339042,0.00583244759,70.31130716220
Mandaon,PH0504110,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.61391830123,0.02674592296,321.94403666900
City of Masbate (Capital),PH0504111,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03304285422,0.01669012092,200.81857464300
Milagros,PH0504112,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.62241134237,0.03975620863,478.59117897000
Mobo,PH0504113,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51970784780,0.01248955480,150.31174103000
Monreal,PH0504114,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.85423777198,0.00742415579,89.23034774100
Palanas,PH0504115,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62346879003,0.01084820332,130.64267975100
Pio V. Corpus (Limbuhan),PH0504116,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,Limbuhan,0.62283107508,0.00751113758,90.53377054700
Placer,PH0504117,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73745324129,0.01650578751,198.89803563600
San Fernando,PH0504118,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41482831705,0.00649716857,78.13365540430
San Jacinto,PH0504119,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53376193306,0.00895384403,107.64513177700
San Pascual,PH0504120,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.55640903614,0.02137304929,256.45457872300
Uson,PH0504121,Masbate,PH05041,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03132354494,0.01956147672,235.51143827500
Barcelona,PH0506202,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37523788537,0.00496730055,59.65510867890
Bulan,PH0506203,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71511378816,0.01663260309,199.86460513500
Bulusan,PH0506204,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42001361811,0.00737868092,88.64060037430
Casiguran,PH0506205,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43614858069,0.00731030204,87.78443028160
Castilla,PH0506206,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98294606416,0.01625684630,195.14797997100
Donsol,PH0506207,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66534562783,0.01276409634,153.20854800300
Gubat,PH0506208,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70076297378,0.00862189589,103.50797447300
Irosin,PH0506209,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44173834105,0.01118379883,134.37478726900
Juban,PH0506210,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.84192977514,0.01018632848,122.34365315800
Magallanes,PH0506211,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63978655647,0.00929235417,111.60716009400
Matnog,PH0506212,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.93804384136,0.01154464838,138.77554136900
Pilar,PH0506213,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.64202760638,0.01676807584,201.28330634800
Prieto Diaz,PH0506214,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46260545475,0.00468385982,56.20636745690
Santa Magdalena,PH0506215,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31944773630,0.00437082953,52.52718106000
City of Sorsogon (Capital),PH0506216,Sorsogon,PH05062,Region V (Bicol Region),PH05,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.17050093963,0.02345528918,281.48382128800
Altavas,PH0600401,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50879840768,0.00786399339,94.90103992810
Balete,PH0600402,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54733738127,0.00980796870,118.35524593700
Banga,PH0600403,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38922450317,0.00534753790,64.51393260990
Batan,PH0600404,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.00483679440,0.00694854504,83.83749463270
Buruanga,PH0600405,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52133372849,0.00573757907,69.16273964250
Ibajay,PH0600406,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68603046055,0.01232486310,148.61397061300
Kalibo (Capital),PH0600407,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40987476667,0.00333143417,40.17783784750
Lezo,PH0600408,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.16975034421,0.00164384276,19.82623475930
Libacao,PH0600409,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63860587699,0.01471209042,177.60253405200
Madalag,PH0600410,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.82730118866,0.02416245286,291.63598826700
Makato,PH0600411,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37881166236,0.00499911287,60.28708448910
Malay,PH0600412,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68332839783,0.00599034077,72.19357419540
Malinao,PH0600413,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61486283142,0.01736021161,209.43337255600
Nabas,PH0600414,Aklan,PH06004,Region VI (Western Visayas),PH06,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55187896208,0.00722245734,87.05805920890
