ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
Iba (Capital),PH0307105,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64793327377,0.01181370675,140.34833519500
Masinloc,PH0307106,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18889802286,0.02092617944,248.40699860900
Olongapo City,PH0307107,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98262004028,0.01184672089,141.09045321000
Palauig,PH0307108,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95837917933,0.02599350698,308.69184707700
San Antonio,PH0307109,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01878528776,0.01404749798,167.26133526000
San Felipe,PH0307110,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52049403956,0.00961366645,114.36705987300
San Marcelino,PH0307111,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.88555721720,0.03581022243,426.11362452600
San Narciso,PH0307112,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37171795615,0.00612357143,72.86900750590
Santa Cruz,PH0307113,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.30084791348,0.03875399538,459.55011009300
Subic,PH0307114,Zambales,PH03071,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.25668435972,0.02078615418,247.50006699500
Baler (Capital),PH0307701,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67602330267,0.00839840314,99.59587524520
Casiguran,PH0307702,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.03880949971,0.03551193174,420.11503969400
Dilasag,PH0307703,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.12231152078,0.04191562833,495.48013420200
Dinalungan,PH0307704,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83430585540,0.02757773140,326.33961071400
Dingalan,PH0307705,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.58759019693,0.02981495342,354.36770599200
Dipaculao,PH0307706,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.20886001144,0.03382679757,400.65934114100
Maria Aurora,PH0307707,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75631492283,0.02829773129,335.53577666800
San Luis,PH0307708,Aurora,PH03077,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.29574176523,0.05042334941,598.34608554000
Agoncillo,PH0401001,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32878347083,0.00408100303,48.78608185010
Alitagtag,PH0401002,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.22657583478,0.00212986079,25.47218314790
Balayan,PH0401003,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61896386216,0.00777958352,93.00106170880
Balete,PH0401004,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33646993870,0.00205844989,24.60304108050
Batangas City (Capital),PH0401005,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.11778049183,0.02292655354,274.36991567200
Bauan,PH0401006,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45332676470,0.00442942468,52.98834660650
City of Calaca,PH0401007,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48543050835,0.00960857439,114.86045340300
Calatagan,PH0401008,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81806071505,0.00888347370,106.24356829900
Cuenca,PH0401009,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.24575658810,0.00253118149,30.26674520580
Ibaan,PH0401010,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38278388897,0.00587862960,70.31969486430
Laurel,PH0401011,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42340697689,0.00619064728,73.97952496280
Lemery,PH0401012,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44334247831,0.00603188420,72.11173087670
Lian,PH0401013,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53838094498,0.00697806426,83.40973120110
Lipa City,PH0401014,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78114817535,0.01599901017,191.28185085100
Lobo,PH0401015,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.72335162591,0.01604386394,192.03802709200
Mabini,PH0401016,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33155518155,0.00331964114,39.72405155310
Malvar,PH0401017,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.30584665730,0.00287875729,34.40440490530
Mataasnakahoy,PH0401018,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.19582591264,0.00161714375,19.33138262600
Nasugbu,PH0401019,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.70208457140,0.02229397157,266.34039655800
Padre Garcia,PH0401020,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34117438867,0.00328454812,39.28040983400
Rosario,PH0401021,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86008461634,0.01663714842,199.02426932400
San Jose,PH0401022,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33717671636,0.00486963374,58.23569983690
San Juan,PH0401023,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76547393554,0.01985494811,237.56421843200
San Luis,PH0401024,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29128330103,0.00315159021,37.69648999300
San Nicolas,PH0401025,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29090757858,0.00178405733,21.32789338500
San Pascual,PH0401026,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27536138902,0.00294790589,35.26283094630
Santa Teresita,PH0401027,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.20084224038,0.00128500553,15.36735340310
City of Sto. Tomas,PH0401028,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51902423616,0.00744949156,89.01363530260
Taal,PH0401029,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.23389815521,0.00226260447,27.05741340910
Talisay,PH0401030,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55094439448,0.00495507245,59.20366765660
City of Tanauan,PH0401031,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49266947299,0.00938049275,112.07811953200
Taysan,PH0401032,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50417310996,0.00773416543,92.54088968200
Tingloy,PH0401033,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41502366932,0.00272210824,32.58485385330
Tuy,PH0401034,Batangas,PH04010,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43367184649,0.00782677244,93.54064483050
Alfonso,PH0402101,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51318812257,0.00588053511,70.25341451580
Amadeo,PH0402102,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27788986069,0.00300789264,35.92539007220
Bacoor City,PH0402103,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41620872350,0.00410766003,49.01032621450
Carmona,PH0402104,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27204053058,0.00202044694,24.11872927310
Cavite City,PH0402105,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48750683170,0.00099524326,11.87371540750
City of Dasmariñas,PH0402106,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,City of Dasmarinas,,0.43404054523,0.00754851259,90.10463234120
General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29120262063,0.00340465504,40.66400669690
City of General Trias,PH0402108,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59098729618,0.00732756531,87.46379767750
Imus City,PH0402109,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37955684838,0.00422191121,50.37762060500
Indang,PH0402110,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46205422058,0.00745226758,89.00269513830
Kawit,PH0402111,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37448872998,0.00133780386,15.96040169480
Magallanes,PH0402112,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43942843415,0.00551511499,65.87544641640
Maragondon,PH0402113,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77809788107,0.01185641154,141.57735360000
Mendez (Mendez-Nuñez),PH0402114,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,Mendez (Mendez-Nunez),Mendez-Nuñez,0.15834598428,0.00122916767,14.68383812700
Naic,PH0402115,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44804679675,0.00594140698,70.92732022770
Noveleta,PH0402116,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.11129611582,0.00043210047,5.15512397862
Rosario,PH0402117,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.11879258968,0.00067065406,8.00192803559
Silang,PH0402118,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63216721004,0.01201504039,143.48168787300
Tagaytay City,PH0402119,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38631372397,0.00458605946,54.78916104540
Tanza,PH0402120,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42704954163,0.00624552592,74.53996055660
Ternate,PH0402121,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53271160405,0.00389625471,46.51859129380
Trece Martires City (Capital),PH0402122,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36960619195,0.00386591108,46.15379060720
Gen. Mariano Alvarez,PH0402123,Cavite,PH04021,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.18423294255,0.00073061600,8.72129516675
Alaminos,PH0403401,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38994019353,0.00499127135,59.64874763600
Bay,PH0403402,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39281458204,0.00321291125,38.37961627400
City of Biñan,PH0403403,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,City of Binan,,0.44096175700,0.00314877581,37.58713395470
Cabuyao City,PH0403404,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60983113127,0.00396707718,47.36920351230
City of Calamba,PH0403405,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58089425720,0.01166506084,139.31872962300
Calauan,PH0403406,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50933613345,0.00627544887,74.96667048580
Cavinti,PH0403407,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69611346279,0.00971925714,116.04985600900
Famy,PH0403408,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35568469156,0.00280097609,33.41000773860
Kalayaan,PH0403409,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49421480247,0.00448954012,53.58589340180
Liliw,PH0403410,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47611951943,0.00358664007,42.84451371400
Los Baños,PH0403411,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,Los Banos,,0.33464351037,0.00465016553,55.54619304160
Luisiana,PH0403412,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45176066501,0.00627756014,74.97415865210
Lumban,PH0403413,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.38534762362,0.00696807110,83.18149354900
Mabitac,PH0403414,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38114318290,0.00399594846,47.67440190900
Magdalena,PH0403415,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.26304755054,0.00273191431,32.62519824990
Majayjay,PH0403416,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33754366653,0.00504447080,60.25977290690
Nagcarlan,PH0403417,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50300670405,0.00631572821,75.44748028790
Paete,PH0403418,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29799326965,0.00406134111,48.46623542320
Pagsanjan,PH0403419,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.26608134970,0.00236190302,28.20091539770
Pakil,PH0403420,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48683031323,0.00397762148,47.46439257140
Pangil,PH0403421,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44967833583,0.00420539377,50.17469271910
Pila,PH0403422,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.21404882805,0.00214654217,25.63185064880
Rizal,PH0403423,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.22893662776,0.00194849644,23.28056329440
San Pablo City,PH0403424,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76639916991,0.01559273600,186.33704712000
City of San Pedro,PH0403425,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.24997344630,0.00201587139,24.05918847610
Santa Cruz (Capital),PH0403426,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29491428877,0.00311682031,37.21317012030
Santa Maria,PH0403427,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52575398511,0.00913547083,108.95364684400
City of Santa Rosa,PH0403428,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42169637498,0.00470491874,56.17147279500
Siniloan,PH0403429,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52101471255,0.00457196846,54.53541434440
Victoria,PH0403430,Laguna,PH04034,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.25226270324,0.00245088197,29.26921221730
Agdangan,PH0405601,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31328707931,0.00297582237,35.58687579040
Alabat,PH0405602,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50705737632,0.00505674448,60.41180999250
Atimonan,PH0405603,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.97809653398,0.01851324651,221.29925089500
Buenavista,PH0405605,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73753119419,0.01431935076,171.34365913600
Burdeos,PH0405606,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.15458657056,0.01968987202,234.41972802200
Calauag,PH0405607,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.14764777999,0.02615269891,312.52537495600
Candelaria,PH0405608,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67076078150,0.01143804601,136.75403750800
Catanauan,PH0405610,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.92014735435,0.02116404771,253.34687925400
Dolores,PH0405615,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35739407232,0.00551939935,65.96861222070
General Luna,PH0405616,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60594843056,0.00836101640,100.06465952400
General Nakar,PH0405617,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.97840010745,0.11102982782,1321.99398321000
Guinayangan,PH0405618,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.20658471573,0.01887732646,225.72428413300
Gumaca,PH0405619,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98936671669,0.01549249772,185.27515660100
Infanta,PH0405620,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.12099579119,0.01445434365,172.26304956000
Jomalig,PH0405621,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34392936474,0.00435218188,51.86239583670
Lopez,PH0405622,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.23179202207,0.03154417717,377.30094701100
Lucban,PH0405623,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62720836691,0.01157155773,138.24728595400
Lucena City (Capital),PH0405624,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55831668741,0.00699161250,83.59174041760
Macalelon,PH0405625,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53491256766,0.00869313253,104.01208839100
Mauban,PH0405627,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.59254888802,0.03430212243,409.59950756600
Mulanay,PH0405628,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81750472365,0.02306350430,276.21904146400
Padre Burgos,PH0405629,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73415790149,0.00633151971,75.70275999730
Pagbilao,PH0405630,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.13599430708,0.01465823436,175.22030068500
Panukulan,PH0405631,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.30657589375,0.01766735256,210.26703765500
Patnanungan,PH0405632,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.15777494059,0.00805425073,95.93678993840
Perez,PH0405633,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35154485989,0.00438964564,52.42866829990
Pitogo,PH0405634,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59902006847,0.00664652840,79.50834911530
Plaridel,PH0405635,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.26393053751,0.00154268083,18.44394500750
Polillo,PH0405636,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.06558976545,0.01972688318,235.03403749600
Quezon,PH0405637,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54850665249,0.00633532614,75.70710162510
Real,PH0405638,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.43547524844,0.02941119653,350.76734371500
Sampaloc,PH0405639,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46384296157,0.00681183203,81.35654537570
San Andres,PH0405640,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.89953332868,0.01464525773,175.53026804200
San Antonio,PH0405641,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45591450072,0.00521660289,62.37925368370
San Francisco (Aurora),PH0405642,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,Aurora,1.00173222639,0.02637634599,316.19067525400
San Narciso,PH0405644,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.29102632510,0.02026594711,242.68422358900
Sariaya,PH0405645,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81901082959,0.01788307963,213.81717487300
Tagkawayan,PH0405646,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.38084915606,0.04616539086,551.74242000500
City of Tayabas,PH0405647,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.88504667157,0.01882050186,224.92233070900
Tiaong,PH0405648,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65199536323,0.00998640631,119.39624374200
Unisan,PH0405649,Quezon,PH04056,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59563924148,0.00898228368,107.42632688200
Angono,PH0405801,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.19676209810,0.00122964565,14.66344016350
City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.12237661806,0.02209549238,263.35128254700
Baras,PH0405803,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45185762262,0.00453122374,54.02603583300
Binangonan,PH0405804,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78616038203,0.00452410807,53.96920369240
Cainta,PH0405805,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36057580843,0.00175918677,20.97374254730
Cardona,PH0405806,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59417790324,0.00203061044,24.22904301030
Jala-jala,PH0405807,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32961265350,0.00365960672,43.67893040710
Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,Montalban,0.91282745783,0.01973027506,235.03808774000
Morong,PH0405809,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.30083253971,0.00289855970,34.56599505800
Pililla,PH0405810,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50204472485,0.00557536140,66.51083955370
San Mateo,PH0405811,Rizal,PH04058,Region IV-A (Calabarzon),PH04,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40436138186,0.00482649478,57.51905430240
